bar_ix,session,open,high,low,close
36,227,0.9753,0.9757,0.9705,0.9716
37,227,0.9719,0.9741,0.9711,0.9733
38,227,0.9734,0.9737,0.9677,0.9684
39,227,0.9684,0.9693,0.9667,0.9679
40,227,0.9677,0.9719,0.9663,0.9718
41,227,0.9712,0.9712,0.9691,0.971
42,227,0.971,0.9751,0.9693,0.9744
43,227,0.9747,0.9782,0.9739,0.9773
44,227,0.9771,0.9776,0.9754,0.9768
45,227,0.9769,0.9783,0.9752,0.9778
46,227,0.9781,0.9835,0.9771,0.9826
47,227,0.9825,0.9855,0.9825,0.9831
48,227,0.9829,0.9835,0.9814,0.9825
49,227,0.9828,0.9832,0.9776,0.9786
0,228,1.0,1.0014,0.9972,0.9979
1,228,0.9977,0.9981,0.9957,0.9964
2,228,0.9965,0.999,0.9936,0.9962
3,228,0.9964,0.9967,0.9928,0.9938
4,228,0.9939,0.9947,0.9925,0.9927
5,228,0.9926,0.9937,0.9905,0.9905
6,228,0.991,0.9932,0.989,0.9921
7,228,0.992,0.9955,0.9913,0.9942
8,228,0.9944,0.9944,0.9913,0.9935
9,228,0.9937,0.9938,0.9904,0.9918
10,228,0.9921,0.9956,0.9902,0.9949
11,228,0.9953,0.9967,0.9937,0.9959
12,228,0.9962,0.998,0.9927,0.9974
13,228,0.9974,0.9994,0.9971,0.9989
14,228,0.9991,1.0014,0.9984,0.9996
15,228,0.9995,1.0019,0.9988,0.9997
16,228,0.9997,1.0007,0.9964,0.9965
17,228,0.9964,0.9993,0.9964,0.9966
18,228,0.9964,0.9964,0.9925,0.9925
19,228,0.9925,0.9954,0.9901,0.9906
20,228,0.9901,0.9919,0.9885,0.989
21,228,0.9888,0.9891,0.984,0.984
22,228,0.9841,0.9861,0.9834,0.9834
23,228,0.983,0.985,0.9825,0.9835
24,228,0.9834,0.9854,0.9818,0.9848
25,228,0.9844,0.986,0.9814,0.9814
26,228,0.9818,0.9822,0.9794,0.9796
27,228,0.9797,0.9811,0.9746,0.9767
28,228,0.9763,0.9806,0.9763,0.9777
29,228,0.9774,0.9804,0.9774,0.9775
30,228,0.9779,0.9784,0.9746,0.9749
31,228,0.9748,0.9749,0.9722,0.9737
32,228,0.9739,0.9767,0.9725,0.9765
33,228,0.9765,0.9786,0.9752,0.9763
34,228,0.9757,0.9773,0.975,0.9763
35,228,0.9764,0.9764,0.971,0.971
36,228,0.9711,0.9722,0.9699,0.9712
37,228,0.9712,0.9728,0.9695,0.9698
38,228,0.9701,0.9712,0.9675,0.9712
39,228,0.9713,0.977,0.9709,0.9752
40,228,0.9752,0.9804,0.9743,0.9801
41,228,0.9804,0.9816,0.9783,0.9784
42,228,0.978,0.9786,0.9758,0.9767
43,228,0.9763,0.9793,0.976,0.9793
44,228,0.9791,0.9797,0.9766,0.9768
45,228,0.9765,0.9765,0.974,0.9745
46,228,0.9741,0.9759,0.9726,0.9759
47,228,0.9754,0.9799,0.9753,0.9799
48,228,0.9799,0.9817,0.9782,0.9798
49,228,0.9798,0.9823,0.9794,0.9807
0,229,1.0,1.001,0.9973,0.9977
1,229,0.9975,0.9987,0.9966,0.998
2,229,0.998,1.0029,0.9953,1.0024
3,229,1.0021,1.0047,0.9999,1.0038
4,229,1.0044,1.0077,1.0024,1.0064
5,229,1.0067,1.008,1.0043,1.005
6,229,1.0054,1.0126,1.0054,1.0113
7,229,1.0107,1.0118,1.0072,1.0072
8,229,1.0077,1.0129,1.0067,1.0118
9,229,1.0117,1.0135,1.0096,1.0106
10,229,1.0099,1.0109,1.0027,1.0047
11,229,1.0052,1.0076,1.0052,1.006
12,229,1.0061,1.0066,1.0034,1.0051
13,229,1.0051,1.0061,1.0026,1.0026
14,229,1.0023,1.0039,0.9955,0.9962
15,229,0.9963,0.9995,0.9955,0.9984
16,229,0.9984,0.9986,0.9949,0.9969
17,229,0.9971,0.9972,0.9926,0.9947
18,229,0.9949,0.9964,0.9939,0.9945
19,229,0.9941,0.9941,0.9902,0.9926
20,229,0.9925,0.9946,0.9895,0.9916
21,229,0.9913,0.9942,0.9907,0.9915
22,229,0.9912,0.9915,0.9871,0.9887
23,229,0.9892,0.993,0.9885,0.9928
24,229,0.9928,0.9952,0.9923,0.9934
25,229,0.9932,0.9932,0.9879,0.9881
26,229,0.988,0.9899,0.9851,0.9854
27,229,0.9849,0.9849,0.9811,0.9834
28,229,0.9836,0.9864,0.9827,0.9864
29,229,0.9862,0.9866,0.9795,0.9795
30,229,0.9796,0.9827,0.9781,0.9827
31,229,0.9828,0.9859,0.9825,0.9844
32,229,0.9843,0.985,0.9822,0.9823
33,229,0.9826,0.9853,0.9806,0.9848
34,229,0.9846,0.9866,0.9835,0.9856
35,229,0.9856,0.9878,0.9849,0.9877
36,229,0.9877,0.9894,0.9872,0.9875
37,229,0.9869,0.9905,0.9867,0.9879
38,229,0.9881,0.9938,0.9871,0.9935
39,229,0.9933,0.9934,0.9908,0.9924
40,229,0.9926,0.9929,0.9862,0.9867
41,229,0.9863,0.9869,0.9844,0.9858
42,229,0.9854,0.987,0.9831,0.9855
43,229,0.9851,0.9871,0.9836,0.9846
44,229,0.9845,0.9852,0.9764,0.9778
45,229,0.9778,0.978,0.9726,0.9747
46,229,0.9748,0.9799,0.9744,0.9798
47,229,0.9796,0.9818,0.9769,0.9818
48,229,0.9823,0.9824,0.979,0.981
49,229,0.981,0.982,0.9778,0.9787
0,230,1.0,1.0013,0.9975,0.9981
1,230,0.9981,0.9988,0.9963,0.9975
2,230,0.9976,0.9976,0.9945,0.9973
3,230,0.9975,0.9997,0.9971,0.9992
4,230,0.9991,0.9994,0.9971,0.9976
5,230,0.9972,0.9996,0.9957,0.9995
6,230,0.9995,1.0003,0.9965,0.9966
7,230,0.9967,0.997,0.9934,0.9943
8,230,0.994,0.996,0.9937,0.996
9,230,0.9958,0.9979,0.995,0.9958
10,230,0.9954,0.9958,0.9906,0.9931
11,230,0.9933,0.9963,0.9932,0.9941
12,230,0.9941,0.9943,0.9928,0.9942
13,230,0.9941,0.9994,0.9941,0.9992
14,230,0.9993,1.0003,0.9971,0.9971
15,230,0.9969,0.9969,0.9934,0.9953
16,230,0.9954,0.9968,0.9934,0.9936
17,230,0.9937,0.9954,0.9931,0.9941
18,230,0.9942,0.9976,0.9938,0.9959
19,230,0.9962,0.9964,0.9938,0.9957
20,230,0.9958,0.9968,0.9946,0.9958
21,230,0.9956,0.9989,0.9952,0.9983
22,230,0.9986,1.0024,0.9974,1.002
23,230,1.0019,1.0048,1.0019,1.0031
24,230,1.0032,1.007,1.0028,1.0067
25,230,1.0066,1.0087,1.0062,1.0075
26,230,1.0074,1.0085,1.0052,1.0052
27,230,1.0053,1.008,1.0044,1.0049
28,230,1.005,1.0052,1.0032,1.005
29,230,1.0049,1.0078,1.004,1.0071
30,230,1.0071,1.0107,1.0071,1.0107
31,230,1.0107,1.0133,1.01,1.013
32,230,1.0128,1.0138,1.0116,1.0121
33,230,1.012,1.0142,1.0117,1.0138
34,230,1.0137,1.0138,1.0115,1.0115
35,230,1.0113,1.0125,1.0103,1.0117
36,230,1.0119,1.0136,1.011,1.0133
37,230,1.0131,1.0158,1.0124,1.0144
38,230,1.0144,1.015,1.0095,1.0114
39,230,1.0117,1.0118,1.0091,1.0092
40,230,1.0092,1.0102,1.0083,1.009
41,230,1.0091,1.0092,1.0071,1.0076
42,230,1.0073,1.0078,1.0049,1.0065
43,230,1.0065,1.0067,1.0036,1.0038
44,230,1.0039,1.0049,1.0031,1.0043
45,230,1.0047,1.0052,1.0021,1.0034
46,230,1.0038,1.0046,1.0024,1.0028
47,230,1.0026,1.0026,0.9977,0.9983
48,230,0.9982,0.9988,0.9962,0.9978
49,230,0.998,1.0003,0.9979,0.9985
0,231,1.0,1.0048,0.9976,1.0038
1,231,1.0042,1.0058,1.0006,1.0056
2,231,1.0052,1.0083,1.005,1.0066
3,231,1.0068,1.0083,1.0019,1.0028
4,231,1.0027,1.0041,1.0007,1.0008
5,231,1.0001,1.0036,0.9984,0.9986
6,231,0.9982,1.0031,0.9976,1.0031
7,231,1.0029,1.0107,1.0021,1.0106
8,231,1.0107,1.0118,1.0069,1.0084
9,231,1.0087,1.0121,1.0084,1.012
10,231,1.0123,1.0179,1.0101,1.017
11,231,1.0174,1.0201,1.0148,1.0196
12,231,1.0196,1.02,1.0161,1.0185
13,231,1.0186,1.0195,1.0154,1.0174
14,231,1.0176,1.0192,1.0145,1.0148
15,231,1.0159,1.0165,1.0071,1.0071
16,231,1.0069,1.0074,1.0028,1.003
17,231,1.0027,1.0075,1.0015,1.0073
18,231,1.0076,1.01,1.0065,1.0089
19,231,1.0084,1.0112,1.0053,1.0059
20,231,1.0059,1.0061,1.0013,1.0014
21,231,1.0011,1.0023,0.9994,1.0014
22,231,1.0019,1.0104,1.0014,1.0074
23,231,1.0076,1.0185,1.0076,1.016
24,231,1.0161,1.0173,1.0104,1.0125
25,231,1.012,1.0164,1.0106,1.0153
26,231,1.0154,1.0171,1.0097,1.01
27,231,1.0102,1.0109,1.0037,1.0037
28,231,1.004,1.0076,1.0038,1.0067
29,231,1.0067,1.0083,1.0041,1.0083
30,231,1.0086,1.0086,1.0029,1.0039
31,231,1.0043,1.0107,1.003,1.0102
32,231,1.0103,1.0127,1.0079,1.0127
33,231,1.0128,1.0171,1.0123,1.0125
34,231,1.0125,1.0186,1.0121,1.0186
35,231,1.0185,1.019,1.0153,1.017
36,231,1.0174,1.0175,1.013,1.0132
37,231,1.0124,1.0144,1.0103,1.0144
38,231,1.0143,1.0146,1.0068,1.0079
39,231,1.0073,1.0092,1.0066,1.0085
40,231,1.0085,1.0091,1.0062,1.0072
41,231,1.0075,1.0123,1.0065,1.0109
42,231,1.011,1.0127,1.0094,1.0106
43,231,1.0107,1.0109,1.007,1.0099
44,231,1.0103,1.0116,1.0062,1.0096
45,231,1.0092,1.014,1.0091,1.0095
46,231,1.0098,1.0107,1.0073,1.0097
47,231,1.0097,1.0133,1.0074,1.0129
48,231,1.0135,1.0162,1.0099,1.0102
49,231,1.0101,1.0122,1.0091,1.0096
0,232,1.0,1.0003,0.9976,0.9983
1,232,0.9983,0.9983,0.995,0.9953
2,232,0.9953,0.9974,0.9948,0.9961
3,232,0.9962,0.9965,0.9915,0.9924
4,232,0.9923,0.9943,0.9908,0.9943
5,232,0.9941,0.9949,0.9891,0.9892
6,232,0.9893,0.9898,0.9855,0.986
7,232,0.9862,0.9875,0.9845,0.9853
8,232,0.9855,0.9904,0.9855,0.9899
9,232,0.9896,0.9897,0.9865,0.9868
10,232,0.9869,0.993,0.9869,0.9906
11,232,0.9907,0.9949,0.9903,0.9944
12,232,0.9945,0.9961,0.9927,0.9932
13,232,0.993,0.9975,0.993,0.9936
14,232,0.9935,0.9937,0.9915,0.9921
15,232,0.992,0.992,0.9884,0.9889
16,232,0.9894,0.9926,0.9894,0.9915
17,232,0.9916,0.9942,0.9912,0.9942
18,232,0.9942,0.9975,0.9936,0.9972
19,232,0.9969,0.9976,0.9947,0.9967
20,232,0.9962,0.9966,0.9911,0.9912
21,232,0.991,0.9917,0.9885,0.9894
22,232,0.9894,0.9902,0.9874,0.9902
23,232,0.9903,0.9909,0.9879,0.99
24,232,0.9897,0.9911,0.9888,0.9891
25,232,0.9893,0.9893,0.9862,0.9866
26,232,0.9867,0.9872,0.9847,0.9861
27,232,0.9859,0.9875,0.9852,0.9873
28,232,0.9874,0.9894,0.9867,0.9883
29,232,0.9883,0.9883,0.9857,0.9869
30,232,0.9867,0.9887,0.9854,0.9881
31,232,0.988,0.9924,0.988,0.9921
32,232,0.9918,0.9932,0.9896,0.9908
33,232,0.9906,0.9915,0.9877,0.988
34,232,0.9884,0.9896,0.9872,0.9896
35,232,0.9895,0.9906,0.9882,0.9882
36,232,0.9884,0.9902,0.9874,0.9879
37,232,0.9882,0.9904,0.9866,0.9902
38,232,0.9902,0.9922,0.9895,0.991
39,232,0.9906,0.9925,0.9888,0.9916
40,232,0.9915,0.9934,0.9914,0.9934
41,232,0.9934,0.9944,0.9921,0.994
42,232,0.994,0.994,0.9912,0.9914
43,232,0.9912,0.9917,0.9882,0.9907
44,232,0.9906,0.9966,0.9906,0.9966
45,232,0.9967,0.9974,0.9954,0.997
46,232,0.9966,0.9976,0.9952,0.9952
47,232,0.9955,0.9962,0.9928,0.9928
48,232,0.9929,0.9941,0.9926,0.9932
49,232,0.9929,0.993,0.9897,0.9914
0,233,1.0,1.0003,0.9983,0.9988
1,233,0.9989,1.0007,0.9983,1.0002
2,233,1.0005,1.0033,1.0005,1.0023
3,233,1.0019,1.0025,0.9977,0.9992
4,233,0.9987,1.0024,0.9985,1.0024
5,233,1.0023,1.0035,1.0014,1.0021
6,233,1.002,1.0037,1.001,1.0031
7,233,1.0025,1.004,1.002,1.003
8,233,1.0031,1.0052,1.0031,1.0048
9,233,1.0047,1.0057,1.0022,1.0025
10,233,1.0026,1.0045,1.0022,1.0022
11,233,1.0023,1.0049,1.0012,1.0043
12,233,1.0044,1.0087,1.0042,1.0086
13,233,1.0087,1.0139,1.0082,1.0137
14,233,1.0138,1.0163,1.0133,1.016
15,233,1.0162,1.0162,1.0104,1.0104
16,233,1.0105,1.0109,1.0088,1.0103
17,233,1.0103,1.012,1.0099,1.0109
18,233,1.0108,1.0126,1.0104,1.0111
19,233,1.0116,1.0126,1.01,1.01
20,233,1.0098,1.0131,1.0098,1.012
21,233,1.012,1.013,1.0096,1.011
22,233,1.0113,1.017,1.0111,1.017
23,233,1.0172,1.0173,1.0147,1.0169
24,233,1.0167,1.0172,1.014,1.0172
25,233,1.0169,1.0174,1.015,1.0158
26,233,1.0156,1.0159,1.0144,1.0152
27,233,1.015,1.015,1.0121,1.0121
28,233,1.0117,1.0148,1.0115,1.0125
29,233,1.0123,1.0128,1.0092,1.0094
30,233,1.0093,1.0112,1.0092,1.0098
31,233,1.0098,1.0098,1.0075,1.0075
32,233,1.0072,1.0072,1.0053,1.0061
33,233,1.0059,1.009,1.0051,1.0088
34,233,1.0092,1.0116,1.0081,1.0093
35,233,1.0097,1.0097,1.0051,1.0054
36,233,1.0054,1.0064,1.0048,1.0064
37,233,1.0064,1.0102,1.0055,1.0056
38,233,1.0055,1.0068,1.0042,1.0061
39,233,1.0059,1.0081,1.0056,1.008
40,233,1.0079,1.0123,1.0076,1.01
41,233,1.0102,1.0109,1.0096,1.0104
42,233,1.0105,1.0131,1.0104,1.0129
43,233,1.0127,1.0163,1.0127,1.0159
44,233,1.0162,1.0201,1.016,1.0194
45,233,1.0195,1.0199,1.0174,1.0176
46,233,1.0173,1.0176,1.0152,1.0159
47,233,1.0158,1.0195,1.0158,1.0177
48,233,1.0179,1.0205,1.017,1.017
49,233,1.0167,1.0173,1.0134,1.0139
0,234,1.0,1.001,0.9981,1.001
1,234,1.0009,1.0022,0.999,0.9991
2,234,0.9988,1.0025,0.9974,1.0021
3,234,1.0013,1.006,1.0007,1.0053
4,234,1.0053,1.0059,0.9991,1.0006
5,234,1.0014,1.0023,0.9989,0.9995
6,234,0.9996,1.001,0.9955,0.9964
7,234,0.9967,0.9975,0.9935,0.9942
8,234,0.9941,0.9942,0.9874,0.9883
9,234,0.9885,0.9911,0.988,0.9897
10,234,0.9895,0.9942,0.9875,0.9933
11,234,0.9934,1.0,0.9932,0.9992
12,234,0.9989,0.9989,0.9958,0.9978
13,234,0.9982,0.9988,0.9961,0.9973
14,234,0.9973,0.9978,0.9916,0.993
15,234,0.9932,0.9943,0.9923,0.9935
16,234,0.9935,0.9963,0.9932,0.995
17,234,0.9951,0.9983,0.9944,0.9971
18,234,0.9973,1.0,0.9967,0.997
19,234,0.9969,0.9976,0.9918,0.9918
20,234,0.9917,0.9965,0.9917,0.9953
21,234,0.9955,0.9992,0.9945,0.9984
22,234,0.9981,0.9992,0.9956,0.9988
23,234,0.9993,1.0015,0.9984,1.0008
24,234,1.0006,1.0018,0.9995,0.9999
25,234,0.9992,1.0003,0.9967,0.9986
26,234,0.9981,0.9981,0.992,0.9928
27,234,0.9924,0.994,0.9907,0.9923
28,234,0.9925,0.9926,0.9885,0.9895
29,234,0.9896,0.9926,0.9891,0.9898
30,234,0.9904,0.9936,0.9882,0.9931
31,234,0.9933,0.9956,0.9925,0.9956
32,234,0.9957,1.0016,0.9956,1.0012
33,234,1.0013,1.0029,0.9999,1.0026
34,234,1.0025,1.0032,0.9984,1.0029
35,234,1.0028,1.0052,1.0022,1.0041
36,234,1.0038,1.0039,0.9996,1.0001
37,234,1.0002,1.0013,0.9989,0.9989
38,234,0.9986,1.001,0.9984,0.9991
39,234,0.9992,1.0021,0.997,1.001
40,234,1.001,1.001,0.9964,0.9999
41,234,0.9996,1.0005,0.9957,0.9958
42,234,0.9957,0.9979,0.9957,0.9974
43,234,0.9976,0.9998,0.9964,0.9968
44,234,0.9966,0.9972,0.9928,0.9943
45,234,0.9944,0.9975,0.9937,0.9965
46,234,0.9963,0.9968,0.9942,0.9968
47,234,0.9971,0.9992,0.9962,0.9987
48,234,0.9987,1.0004,0.9963,0.9991
49,234,0.9992,1.0029,0.9984,1.0025
0,235,1.0,1.0009,0.9925,0.9928
1,235,0.9924,0.9959,0.9895,0.9959
2,235,0.996,0.9982,0.9948,0.9968
3,235,0.9975,0.9981,0.993,0.993
4,235,0.9935,0.9978,0.9934,0.997
5,235,0.9967,0.9979,0.9912,0.9979
6,235,0.9976,0.9991,0.9959,0.9969
7,235,0.9969,1.0025,0.9969,1.0021
8,235,1.002,1.0049,0.9988,1.0027
9,235,1.0029,1.0034,0.9988,1.002
10,235,1.0022,1.0065,1.0014,1.0051
11,235,1.0051,1.0061,1.0004,1.0018
12,235,1.0019,1.0027,0.9993,1.0007
13,235,1.0006,1.0027,0.9978,0.9978
14,235,0.9975,0.998,0.9945,0.9956
15,235,0.9953,1.0007,0.9951,1.0
16,235,1.0003,1.0005,0.9979,0.9981
17,235,0.9983,0.9983,0.9869,0.9871
18,235,0.9873,0.9921,0.9869,0.9884
19,235,0.9893,0.9903,0.9863,0.9886
20,235,0.9893,0.9922,0.9869,0.992
21,235,0.9916,0.992,0.9875,0.9883
22,235,0.9878,0.9922,0.9853,0.9911
23,235,0.9911,0.9942,0.9908,0.9923
24,235,0.9924,0.9926,0.9895,0.9915
25,235,0.9916,0.9916,0.9873,0.9911
26,235,0.9915,0.9977,0.991,0.9973
27,235,0.997,0.9987,0.9953,0.9953
28,235,0.9959,1.0008,0.9953,1.0
29,235,1.0,1.0008,0.9965,0.9975
30,235,0.9975,1.0013,0.9975,0.9998
31,235,0.9998,1.0,0.9949,0.9954
32,235,0.9954,0.9985,0.9938,0.9972
33,235,0.9974,0.9975,0.9915,0.9936
34,235,0.9943,0.9977,0.994,0.9961
35,235,0.9963,0.9963,0.9904,0.992
36,235,0.9919,0.9921,0.9838,0.9857
37,235,0.9863,0.9913,0.9861,0.9913
38,235,0.9908,0.9926,0.9842,0.9851
39,235,0.985,0.985,0.9752,0.9756
40,235,0.9752,0.9786,0.9728,0.9784
41,235,0.978,0.978,0.9746,0.9765
42,235,0.9764,0.9804,0.9754,0.9797
43,235,0.9794,0.9868,0.9794,0.9863
44,235,0.9862,0.9931,0.9862,0.9927
45,235,0.9921,0.9935,0.9875,0.9885
46,235,0.9886,0.9927,0.9882,0.9927
47,235,0.9929,0.9969,0.9924,0.9939
48,235,0.9938,0.9966,0.991,0.9918
49,235,0.9916,0.9923,0.987,0.9887
0,236,1.0,1.0028,0.9991,1.0024
1,236,1.0023,1.0049,1.0023,1.0045
2,236,1.0042,1.0042,1.0014,1.0026
3,236,1.003,1.004,1.0018,1.0034
4,236,1.0035,1.005,1.0022,1.0029
5,236,1.0029,1.0058,1.0027,1.0057
6,236,1.0057,1.0085,1.0049,1.0061
7,236,1.0061,1.0094,1.0047,1.0085
8,236,1.0084,1.0096,1.0072,1.0072
9,236,1.0069,1.0087,1.0063,1.0078
10,236,1.0082,1.0095,1.0069,1.0074
11,236,1.0072,1.0119,1.0056,1.0117
12,236,1.0117,1.0152,1.0113,1.0125
13,236,1.0123,1.0123,1.0084,1.0086
14,236,1.0087,1.0095,1.0072,1.0088
15,236,1.009,1.0137,1.009,1.0127
16,236,1.0129,1.0158,1.0127,1.014
17,236,1.0143,1.0146,1.0109,1.0134
18,236,1.0134,1.0151,1.0087,1.0087
19,236,1.0082,1.0082,1.0039,1.0046
20,236,1.0045,1.006,1.0021,1.0028
21,236,1.0033,1.0046,1.0019,1.0025
22,236,1.003,1.0054,1.0023,1.0051
23,236,1.0049,1.0065,1.0019,1.0042
24,236,1.0044,1.0044,1.0014,1.0035
25,236,1.0034,1.0064,1.0034,1.0058
26,236,1.0055,1.0067,1.0044,1.0051
27,236,1.0049,1.0074,1.0044,1.0073
28,236,1.007,1.008,1.0059,1.0072
29,236,1.0069,1.0069,1.0026,1.0053
30,236,1.0053,1.0061,1.0034,1.0056
31,236,1.0054,1.0084,1.0044,1.0082
32,236,1.0079,1.0109,1.0061,1.0091
33,236,1.0089,1.0101,1.0062,1.0075
34,236,1.0077,1.0078,1.0047,1.0064
35,236,1.0067,1.0078,1.0052,1.0072
36,236,1.0072,1.0097,1.0043,1.0087
37,236,1.0089,1.0122,1.0086,1.0114
38,236,1.0114,1.0148,1.0103,1.0148
39,236,1.0147,1.0173,1.0138,1.016
40,236,1.0158,1.0171,1.0149,1.016
41,236,1.016,1.0173,1.0151,1.0173
42,236,1.017,1.0187,1.0158,1.0171
43,236,1.0169,1.017,1.0152,1.0167
44,236,1.0167,1.0184,1.0154,1.0179
45,236,1.018,1.0189,1.0161,1.0184
46,236,1.0185,1.0199,1.0168,1.0199
47,236,1.0202,1.0203,1.0168,1.0182
48,236,1.018,1.0182,1.0144,1.015
49,236,1.0147,1.0161,1.0135,1.0149
0,237,1.0,1.0016,0.9986,1.001
1,237,1.0014,1.0039,0.9995,0.9998
2,237,0.9997,1.0087,0.9993,1.0087
3,237,1.0089,1.0103,1.0028,1.0049
4,237,1.0051,1.0076,1.0046,1.007
5,237,1.0066,1.0105,1.0061,1.0082
6,237,1.0085,1.0085,1.0023,1.0058
7,237,1.006,1.0063,0.9998,1.0014
8,237,1.0015,1.0077,1.0015,1.0056
9,237,1.0059,1.0079,1.0026,1.0047
10,237,1.004,1.0066,1.0018,1.0062
11,237,1.0063,1.0078,1.004,1.0064
12,237,1.0067,1.0071,1.0029,1.006
13,237,1.0052,1.0078,1.0041,1.0059
14,237,1.0059,1.0059,1.0013,1.0017
15,237,1.0011,1.0047,1.0011,1.0035
16,237,1.0034,1.0101,1.0031,1.0075
17,237,1.007,1.0073,1.0027,1.0027
18,237,1.0032,1.0048,1.0012,1.0015
19,237,1.0018,1.0032,1.0004,1.0008
20,237,1.0004,1.0014,0.9947,0.9947
21,237,0.9949,0.9998,0.9944,0.9998
22,237,0.9999,1.0065,0.9999,1.0064
23,237,1.0064,1.0099,1.0047,1.0069
24,237,1.0065,1.0071,1.0035,1.0049
25,237,1.0041,1.0079,1.0018,1.0051
26,237,1.0048,1.0075,1.0037,1.0045
27,237,1.0046,1.0065,1.0034,1.005
28,237,1.0052,1.0074,1.0006,1.0028
29,237,1.0026,1.0041,0.9986,1.0009
30,237,1.001,1.0026,0.9993,1.0022
31,237,1.0024,1.0031,0.9974,0.9975
32,237,0.9973,0.9975,0.9903,0.9905
33,237,0.9914,0.9961,0.9913,0.9952
34,237,0.9957,0.9988,0.9938,0.9972
35,237,0.9971,0.9983,0.9891,0.9915
36,237,0.9916,0.9931,0.9873,0.9913
37,237,0.9915,0.9922,0.9873,0.9893
38,237,0.9891,0.994,0.989,0.9928
39,237,0.9927,0.9942,0.9914,0.9922
40,237,0.9919,0.9961,0.9916,0.9955
41,237,0.9959,1.0034,0.9959,1.0029
42,237,1.0027,1.0043,0.9964,0.9966
43,237,0.9965,0.9978,0.9928,0.9928
44,237,0.9935,1.0009,0.9934,0.9997
45,237,0.9993,1.0022,0.9979,0.9998
46,237,0.9995,1.0059,0.9993,1.0059
47,237,1.0056,1.0057,1.0003,1.0028
48,237,1.0031,1.0042,1.0006,1.0006
49,237,1.0007,1.0056,1.0,1.0043
0,238,1.0,1.0002,0.9978,0.9996
1,238,0.9994,1.0022,0.9994,0.9997
2,238,0.9998,1.0035,0.9991,1.0012
3,238,1.0009,1.0078,1.0009,1.0073
4,238,1.0071,1.0078,1.0038,1.0047
5,238,1.0047,1.0049,1.0019,1.0042
6,238,1.0048,1.0062,1.0021,1.0021
7,238,1.0025,1.0029,0.999,1.0003
8,238,1.0006,1.0013,0.9995,1.0008
9,238,1.0009,1.0009,0.9975,0.9976
10,238,0.9978,0.9978,0.9946,0.9957
11,238,0.9956,0.9962,0.9931,0.9941
12,238,0.9936,0.9949,0.992,0.9924
13,238,0.9923,0.9923,0.9866,0.9869
14,238,0.9867,0.9891,0.9863,0.9872
15,238,0.9875,0.9921,0.9873,0.9916
16,238,0.9918,0.9918,0.9867,0.9889
17,238,0.9894,0.9909,0.9873,0.9909
18,238,0.9911,0.9934,0.9905,0.9917
19,238,0.9913,0.992,0.9882,0.9891
20,238,0.9893,0.9925,0.9892,0.9909
21,238,0.9909,0.9917,0.9882,0.9893
22,238,0.9893,0.99,0.9872,0.989
23,238,0.9892,0.992,0.9892,0.99
24,238,0.99,0.9913,0.9891,0.9895
25,238,0.9898,0.9919,0.9887,0.9916
26,238,0.992,0.9944,0.992,0.9935
27,238,0.9931,0.995,0.9924,0.993
28,238,0.9929,0.9947,0.9908,0.992
29,238,0.9922,0.9933,0.9872,0.9882
30,238,0.9878,0.9901,0.9851,0.989
31,238,0.989,0.9902,0.9876,0.9896
32,238,0.9895,0.9914,0.9892,0.9904
33,238,0.9903,0.9925,0.9894,0.9911
34,238,0.9911,0.9913,0.9869,0.987
35,238,0.9868,0.989,0.9862,0.9882
36,238,0.9886,0.9888,0.987,0.9879
37,238,0.9877,0.9885,0.9846,0.9847
38,238,0.9846,0.9859,0.9841,0.9859
39,238,0.9861,0.9885,0.9854,0.9879
40,238,0.9881,0.9902,0.9866,0.9892
41,238,0.989,0.9914,0.989,0.9908
42,238,0.9907,0.994,0.9899,0.994
43,238,0.994,0.9945,0.992,0.9941
44,238,0.994,0.9995,0.9935,0.9986
45,238,0.9983,0.9988,0.9958,0.9965
46,238,0.996,0.9986,0.9959,0.9982
47,238,0.9983,0.9988,0.9949,0.9949
48,238,0.9949,0.9962,0.9927,0.9929
49,238,0.9932,0.9932,0.9899,0.9903
0,239,1.0,1.0007,0.995,0.9958
1,239,0.9957,0.9959,0.9903,0.9909
2,239,0.9913,0.9926,0.9854,0.9856
3,239,0.9852,0.9862,0.9844,0.9856
4,239,0.9856,0.9871,0.9847,0.9861
5,239,0.9861,0.9888,0.9839,0.9886
6,239,0.9888,0.9922,0.9888,0.9916
7,239,0.992,0.9942,0.989,0.9942
8,239,0.9943,0.997,0.9922,0.9961
9,239,0.9964,0.9995,0.9959,0.9976
10,239,0.9978,1.0002,0.9975,0.9995
11,239,0.9996,1.0011,0.9962,0.9966
12,239,0.9969,0.9974,0.9948,0.9967
13,239,0.9969,0.9973,0.9954,0.9956
14,239,0.9958,0.9959,0.9899,0.9904
15,239,0.9903,0.9906,0.9854,0.9855
16,239,0.9853,0.9858,0.9783,0.9793
17,239,0.9795,0.9847,0.9795,0.9837
18,239,0.9835,0.9836,0.9774,0.9778
19,239,0.9776,0.9776,0.9731,0.9731
20,239,0.9734,0.9736,0.9697,0.9705
21,239,0.9707,0.9712,0.9659,0.9663
22,239,0.9663,0.9666,0.964,0.9641
23,239,0.9639,0.9669,0.9637,0.9659
24,239,0.9659,0.9674,0.965,0.9656
25,239,0.9656,0.9677,0.9642,0.965
26,239,0.9652,0.9682,0.9644,0.968
27,239,0.9681,0.9691,0.9653,0.9665
